BG11811	H2C2c	BG11811/11g/H2C2c/results.H2C2c.txt:lnL(ntime: 19  np: 23):  -7292.592514     +0.000000
BG11811	H2C2cw	BG11811/11g/H2C2cw/results.H2C2cw.txt:lnL(ntime: 19  np: 23):  -7290.840544     +0.000000
BG11811	H2C2t	BG11811/11g/H2C2t/results.H2C2t.txt:lnL(ntime: 19  np: 23):  -7293.445826     +0.000000
BG11811	H2C2w	BG11811/11g/H2C2w/results.H2C2w.txt:lnL(ntime: 19  np: 23):  -7293.153373     +0.000000
BG12236	H0	BG12236/11g/H0/results.H0.txt:lnL(ntime: 19  np: 21):  -7955.990976     +0.000000
BG12236	H1a	BG12236/11g/H1a/results.H1a.txt:lnL(ntime: 19  np: 22):  -7955.392297     +0.000000
BG12236	H1c	BG12236/11g/H1c/results.H1c.txt:lnL(ntime: 19  np: 22):  -7954.781781     +0.000000
BG12236	H1t	BG12236/11g/H1t/results.H1t.txt:lnL(ntime: 19  np: 22):  -7954.976788     +0.000000
BG12236	H1w	BG12236/11g/H1w/results.H1w.txt:lnL(ntime: 19  np: 22):  -7955.971053     +0.000000
BG12236	H2C2a	BG12236/11g/H2C2a/results.H2C2a.txt:lnL(ntime: 19  np: 23):  -7952.510223     +0.000000
BG12236	H2C2c	BG12236/11g/H2C2c/results.H2C2c.txt:lnL(ntime: 19  np: 23):  -7952.517118     +0.000000
BG12236	H2C2cw	BG12236/11g/H2C2cw/results.H2C2cw.txt:lnL(ntime: 19  np: 23):  -7952.083443     +0.000000
BG12236	H2C2t	BG12236/11g/H2C2t/results.H2C2t.txt:lnL(ntime: 19  np: 23):  -7952.025972     +0.000000
BG12236	H2C2w	BG12236/11g/H2C2w/results.H2C2w.txt:lnL(ntime: 19  np: 23):  -7951.839487     +0.000000
BG13000	H0	BG13000/11g/H0/results.H0.txt:lnL(ntime: 19  np: 21):  -6594.442305     +0.000000
BG13000	H1a	BG13000/11g/H1a/results.H1a.txt:lnL(ntime: 19  np: 22):  -6594.431810     +0.000000
BG13000	H1c	BG13000/11g/H1c/results.H1c.txt:lnL(ntime: 19  np: 22):  -6593.630762     +0.000000
BG13000	H1t	BG13000/11g/H1t/results.H1t.txt:lnL(ntime: 19  np: 22):  -6593.669088     +0.000000
BG13000	H1w	BG13000/11g/H1w/results.H1w.txt:lnL(ntime: 19  np: 22):  -6591.372541     +0.000000
BG13000	H2C2a	BG13000/11g/H2C2a/results.H2C2a.txt:lnL(ntime: 19  np: 23):  -6593.833532     +0.000000
BG13000	H2C2c	BG13000/11g/H2C2c/results.H2C2c.txt:lnL(ntime: 19  np: 23):  -6592.332435     +0.000000
BG13000	H2C2cw	BG13000/11g/H2C2cw/results.H2C2cw.txt:lnL(ntime: 19  np: 23):  -6592.235867     +0.000000
BG13000	H2C2t	BG13000/11g/H2C2t/results.H2C2t.txt:lnL(ntime: 19  np: 23):  -6592.887793     +0.000000
BG13000	H2C2w	BG13000/11g/H2C2w/results.H2C2w.txt:lnL(ntime: 19  np: 23):  -6591.327071     +0.000000
BG13356	H0	BG13356/11g/H0/results.H0.txt:lnL(ntime: 19  np: 21):  -3287.268190     +0.000000
BG13356	H1a	BG13356/11g/H1a/results.H1a.txt:lnL(ntime: 19  np: 22):  -3287.033353     +0.000000
BG13356	H1c	BG13356/11g/H1c/results.H1c.txt:lnL(ntime: 19  np: 22):  -3285.299042     +0.000000
BG13356	H1t	BG13356/11g/H1t/results.H1t.txt:lnL(ntime: 19  np: 22):  -3285.818412     +0.000000
BG13356	H1w	BG13356/11g/H1w/results.H1w.txt:lnL(ntime: 19  np: 22):  -3286.886556     +0.000000
BG13356	H2C2a	BG13356/11g/H2C2a/results.H2C2a.txt:lnL(ntime: 19  np: 23):  -3287.032168     +0.000000
BG13356	H2C2c	BG13356/11g/H2C2c/results.H2C2c.txt:lnL(ntime: 19  np: 23):  -3284.963540     +0.000000
BG13356	H2C2cw	BG13356/11g/H2C2cw/results.H2C2cw.txt:lnL(ntime: 19  np: 23):  -3287.248526     +0.000000
BG13356	H2C2t	BG13356/11g/H2C2t/results.H2C2t.txt:lnL(ntime: 19  np: 23):  -3285.772709     +0.000000
BG13356	H2C2w	BG13356/11g/H2C2w/results.H2C2w.txt:lnL(ntime: 19  np: 23):  -3286.664180     +0.000000
BG13781	H0	BG13781/11g/H0/results.H0.txt:lnL(ntime: 19  np: 21): -14076.369606     +0.000000
BG13781	H1a	BG13781/11g/H1a/results.H1a.txt:lnL(ntime: 19  np: 22): -14074.836396     +0.000000
BG13781	H1c	BG13781/11g/H1c/results.H1c.txt:lnL(ntime: 19  np: 22): -14074.245203     +0.000000
BG13781	H1t	BG13781/11g/H1t/results.H1t.txt:lnL(ntime: 19  np: 22): -14061.719079     +0.000000
BG13781	H1w	BG13781/11g/H1w/results.H1w.txt:lnL(ntime: 19  np: 22): -14076.192442     +0.000000
BG13781	H2C2a	BG13781/11g/H2C2a/results.H2C2a.txt:lnL(ntime: 19  np: 23): -14074.555650     +0.000000
BG13781	H2C2c	BG13781/11g/H2C2c/results.H2C2c.txt:lnL(ntime: 19  np: 23): -14072.964542     +0.000000
BG13781	H2C2cw	BG13781/11g/H2C2cw/results.H2C2cw.txt:lnL(ntime: 19  np: 23): -14074.637458     +0.000000
BG13781	H2C2t	BG13781/11g/H2C2t/results.H2C2t.txt:lnL(ntime: 19  np: 23): -14061.678452     +0.000000
BG13781	H2C2w	BG13781/11g/H2C2w/results.H2C2w.txt:lnL(ntime: 19  np: 23): -14075.811731     +0.000000
BG14044	H0	BG14044/11g/H0/results.H0.txt:lnL(ntime: 19  np: 21):  -8473.960560     +0.000000
BG14044	H1a	BG14044/11g/H1a/results.H1a.txt:lnL(ntime: 19  np: 22):  -8473.801769     +0.000000
BG14044	H1c	BG14044/11g/H1c/results.H1c.txt:lnL(ntime: 19  np: 22):  -8472.333685     +0.000000
BG14044	H1t	BG14044/11g/H1t/results.H1t.txt:lnL(ntime: 19  np: 22):  -8471.214718     +0.000000
BG14044	H1w	BG14044/11g/H1w/results.H1w.txt:lnL(ntime: 19  np: 22):  -8471.350979     +0.000000
BG14044	H2C2a	BG14044/11g/H2C2a/results.H2C2a.txt:lnL(ntime: 19  np: 23):  -8471.955102     +0.000000
BG14044	H2C2c	BG14044/11g/H2C2c/results.H2C2c.txt:lnL(ntime: 19  np: 23):  -8469.049577     +0.000000
BG14044	H2C2cw	BG14044/11g/H2C2cw/results.H2C2cw.txt:lnL(ntime: 19  np: 23):  -8472.007478     +0.000000
BG14044	H2C2t	BG14044/11g/H2C2t/results.H2C2t.txt:lnL(ntime: 19  np: 23):  -8470.081802     +0.000000
BG14044	H2C2w	BG14044/11g/H2C2w/results.H2C2w.txt:lnL(ntime: 19  np: 23):  -8471.305882     +0.000000
