source	BG	Bsu	Bmo	Bam	Bli	Bpu	Ban	Bce	Bth	Bwe	Bcl	Bha	Profile11
ids.tab	BG12838	BG12838 	Bmo2483 	RBAM_007070 	NT03BL0763 	BPUM_0644 	BA_0320 	BC_0350 	NT02BT0371 	BcerKBAB4_0300 	NT03BC1262 	BH0665 	Y
ids.tab	BG12839	BG12020 BG12839 	Bmo2484 	RBAM_007080 	NT03BL0764 	BPUM_0645 	BA_0321 BA_1692 BA_3232 BA_3578 BA_4794 BA_5517 	BC_0351 BC_1655 BC_1922 	NT02BT0372 NT02BT1701 NT02BT3511 	BcerKBAB4_0301 	NT03BC1263 NT03BC2514 	BH0666 BH3106 	Y
ids.tab	BG12840	BG12840 	Bmo2485 	RBAM_007090 	NT03BL0765 	BPUM_0646 BPUM_1587 	BA_0322 	BC_0352 	NT02BT0373 	BcerKBAB4_0302 BcerKBAB4_5229 	NT03BC1264 	BH0667 	Y
ids.tab	BG12843	BG10258 BG10354 BG11585 BG11943 BG12843 BG12852 BG13866 	Bmo1308 Bmo1775 Bmo1831 Bmo2488 Bmo2521 Bmo747 Bmo767 Bmo804 Bmo853 Bmo880 Bmo887 Bmo907 Bmo919 	RBAM_006270 RBAM_007120 RBAM_011220 RBAM_026220 RBAM_027680 	NT03BL0775 NT03BL3334 NT03BL3399 	BPUM_0650 BPUM_0825 BPUM_2560 BPUM_2641 BPUM_2705 	BA_0323 BA_0614 BA_3768 BA_4074 BA_4341 BA_5047 	BC_0353 BC_2599 BC_4119 BC_4789 	NT02BT0374 NT02BT4109 NT02BT4791 	BcerKBAB4_0303 BcerKBAB4_3951 BcerKBAB4_4626 	NT03BC1265 NT03BC1413 NT03BC3306 	BH0485 BH0676 BH0965 BH2288 BH3162 BH3353 BH3934 	Y
ids.tab	BG13018	BG13018 	Bmo1853 	RBAM_009750 	NT03BL1077 	BPUM_0901 	BA_1112 BA_3323 	BC_1113 	NT02BT0206 NT02BT1156 NT02BT3244 NT02BT4615 	BcerKBAB4_3068 BcerKBAB4_4445 	NA	NA	
ids.tab	BG13021	BG11618 BG13021 	Bmo1855 Bmo2937 	RBAM_009770 RBAM_019950 	NT03BL1081 NT03BL2451 	BPUM_0903 	BA_0213 BA_2240 	BC_0228 BC_2195 	NT02BT0238 NT02BT2198 	BcerKBAB4_0192 BcerKBAB4_2065 	NT03BC2149 	BH1635 	Y
ids.tab	BG13128	BG13128 	Bmo2012 	RBAM_011340 	NT03BL1290 	BPUM_1058 	BA_1185 	BC_1174 	NT02BT1222 	BcerKBAB4_1083 	NT03BC2901 	BH2882 	Y
ids.tab	BG13301	BG13301 	Bmo2313 	RBAM_007520 RBAM_013950 	NT03BL1713 	BPUM_1315 	BA_4194 	BC_1212 BC_3981 	NT02BT3534 NT02BT3966 	BcerKBAB4_3808 BcerKBAB4_4740 BcerKBAB4_4953 	NT03BC2763 	BH2669 	Y
ids.tab	BG13302	BG13302 	Bmo2314 	RBAM_013960 	NT03BL1714 	BPUM_1316 	BA_4193 	BC_3980 	NT02BT3189 NT02BT3965 	BcerKBAB4_3807 	NT03BC2761 	BH2668 	Y
ids.tab	BG13351	BG13351 	Bmo2376 	RBAM_014700 	NT03BL1788 	BPUM_1375 	BA_4159 	BC_3949 	NT02BT3932 	BcerKBAB4_3775 	NT03BC2722 	BH2626 	Y
ids.tab	BG13352-BG10588	BG10588 BG13352 	Bmo2377 	RBAM_014710 RBAM_033700 RBAM_035370 	NT03BL0680 NT03BL1790 NT03BL4270 	BPUM_1376 BPUM_2729 BPUM_3459 	BA_4158 BA_4381 	BC_3948 BC_4155 	NT02BT3931 NT02BT4153 	BcerKBAB4_1113 BcerKBAB4_3774 BcerKBAB4_4000 	NT03BC4325 	BH3275 	Y
ids.tab	BG13386	BG13386 	Bmo1243 	RBAM_015510 	NT03BL1882 	BPUM_1467 	BA_4009 	BC_3869 	NT02BT3853 	BcerKBAB4_3694 	NT03BC2645 	BH2512 	Y
ids.tab	BG13392	BG13392 	Bmo1253 	RBAM_015610 	NT03BL1892 	BPUM_1477 	BA_3999 	BC_3859 	NT02BT3843 	BcerKBAB4_2631 BcerKBAB4_3684 	NT03BC2637 	BH2503 	Y
ids.tab	BG13405	BG13405 	Bmo1278 	RBAM_015880 	NT03BL1917 	BPUM_1503 	BA_3976 	BC_3836 	NT02BT3820 	BcerKBAB4_3661 	NT03BC2608 	BH2476 	Y
ids.tab	BG13409	BG13409 	Bmo3345 	RBAM_016390 	NT03BL1968 	BPUM_1554 	BA_3959 	BC_3819 	NT02BT3803 	BcerKBAB4_3644 	NT03BC2556 	BH2421 	Y
ids.tab	BG13420	BG13420 	Bmo3306 	RBAM_016800 RBAM_035600 	NT03BL2017 	BPUM_1599 BPUM_3330 BPUM_3658 	BA_0502 BA_3914 BA_4779 BA_5061 	BC_1265 BC_3778 	NT02BT0214 NT02BT0502 NT02BT1316 NT02BT3201 NT02BT3762 NT02BT4089 NT02BT4535 	BcerKBAB4_3549 BcerKBAB4_3930 BcerKBAB4_4367 	NT03BC2512 	BH2378 BH3145 	Y
ids.tab	BG13787	BG13787 	Bmo1007 	RBAM_024610 	NT03BL3054 	BPUM_2391 	BA_3770 BA_4625 	BC_4391 	NT02BT4389 	BcerKBAB4_4243 	NT03BC1823 	BH1261 	Y
ids.tab	BG13809	BG13809 	Bmo1006 	RBAM_024620 	NT03BL3055 	BPUM_2392 	BA_2412 BA_4626 BA_4663 	BC_2399 BC_4392 	NT02BT2356 NT02BT4390 	BcerKBAB4_2275 BcerKBAB4_4244 BcerKBAB4_4277 	NT03BC1822 	BH1260 	Y
ids.tab	BG13824	BG13824 	Bmo760 	RBAM_026100 	NT03BL3243 	BPUM_2548 	BA_4828 	BC_4584 	NT02BT4576 	BcerKBAB4_4414 	NT03BC3079 	BH1275 BH3150 	Y
ids.tab	BG13847	BG13847 	Bmo2195 Bmo2788 Bmo916 Bmo935 	RBAM_027760 	NT03BL3409 	BPUM_2714 	BA_5107 	NA	NT02BT4849 	BcerKBAB4_4693 	NA	NA	
ids.tab	BG13926	BG11733 BG13926 	Bmo1589 Bmo1590 Bmo776 	RBAM_026260 	NT03BL3260 	BPUM_2563 BPUM_2564 	BA_4846 	BC_4601 BC_4602 	NT02BT4593 	BcerKBAB4_4431 	NT03BC3096 NT03BC3097 	BH3165 BH3166 	Y
ids.tab	BG13966	BG13966 	Bmo104 	RBAM_028830 	NT03BL3563 	BPUM_2844 	BA_0596 BA_4939 	BC_0597 BC_4685 	NT02BT0617 NT02BT4685 	BcerKBAB4_0511 BcerKBAB4_4519 	NT03BC4481 	BH3249 	Y
ids.tab	BG14008	BG14008 	Bmo198 	RBAM_029760 	NT03BL2073 NT03BL3653 	BPUM_2924 	BA_5214 	BC_4980 	NT02BT4978 	BcerKBAB4_4802 	NT03BC3371 	BH0369 BH3468 	Y
ids.tab	BG14009	BG11510 BG14009 	NA	RBAM_029770 RBAM_031210 	NT03BL3654 	BPUM_2925 	BA_5215 	BC_4981 	NT02BT4979 	BcerKBAB4_4803 	NT03BC3372 	BH2814 BH3469 	
ids.tab	BG14011	BG14011 	Bmo201 	RBAM_029790 	NT03BL3656 	BPUM_2927 	BA_5217 	BC_4983 	NT02BT4981 	BcerKBAB4_4805 	NT03BC2256 NT03BC3374 	BH3471 	Y
ids.tab	BG14048	BG14048 	Bmo142 	RBAM_029280 	NT03BL3597 	BPUM_2877 	BA_5170 	BC_4936 	NT02BT4936 	BcerKBAB4_4756 	NT03BC3326 	BH3412 	Y
ids.tab	BG14180	BG14180 	Bmo1599 	RBAM_022140 RBAM_023220 	NT03BL2714 	BPUM_2220 BPUM_3310 	BA_4490 BA_4570 	BC_4263 BC_4339 	NT02BT4260 NT02BT4337 	BcerKBAB4_4119 	NA	BH0116 	
ids.tab	BG19004	BG19004 	Bmo3351 	RBAM_016330 	NT03BL1962 	NA	BA_3965 	BC_3825 	NT02BT3809 	BcerKBAB4_3650 	NT03BC2563 	BH2427 	
ids.tab	BG19005	BG19005 	NA	RBAM_001470 	NT03BL0138 	BPUM_0108 	BA_0116 	BC_0137 	NT02BT0142 	BcerKBAB4_0111 	NT03BC0193 	BH0140 	
ids.tab	BG19006	BG19006 	NA	RBAM_001360 	NT03BL0131 	BPUM_0097 	BA_0106 	BC_0126 	NT02BT0132 	BcerKBAB4_0101 	NT03BC0183 	BH0130 	
ids.tab	BG19007	BG19007 	NA	RBAM_001750 	NA	BPUM_0137 	BA_0144 	BC_0165 	NT02BT0170 	BcerKBAB4_0139 	NT03BC0220 	BH0169 	
ids.tab	BG19008	BG19008 	NA	RBAM_001400 	NA	BPUM_0101 	BA_0109 	BC_0130 	NT02BT0135 	BcerKBAB4_0104 	NT03BC0186 	BH0133 	
ids.tab	BG19009	BG19009 	NA	RBAM_001350 	NA	BPUM_0096 	BA_0105 	BC_0125 	NT02BT0131 	BcerKBAB4_0100 	NT03BC0182 	BH0129 	
ids.tab	BG19010	BG19010 	Bmo3333 	RBAM_016520 	NA	BPUM_1571 	BA_3945 	BC_3806 	NA	BcerKBAB4_3630 	NT03BC2543 	BH2408 	
ids.tab	BG19011	BG19011 	NA	RBAM_001450 	NA	BPUM_0106 	BA_0114 	BC_0135 	NT02BT0140 	BcerKBAB4_0109 	NT03BC0191 	BH0138 	
ids.tab	BG19025	BG19025 	Bmo3350 	RBAM_016340 	NT03BL1963 	BPUM_1549 	BA_3964 	BC_3824 	NT02BT3808 	BcerKBAB4_3649 	NT03BC2562 	BH2426 	Y
